IP,IV,MP,MV,FW,AW,WE,FS,AS,SE,DE,DRM,ICD,NBM,SP
1.0,0.23641415210625677,0.8489325035136842,0.1713716889210803,-0.14272617629357992,-0.14858394824070584,0.06277596749549214,-0.026903309399929513,-0.022740762535857235,-0.03456981321889206,-0.15880218504401514,-0.27657846877360487,0.019447250537937413,-0.04292162240798977,0.08619704389214851
0.23641415210625677,1.0,0.22553949599962134,0.04465929073025397,-0.10539297065760386,-0.1272228622852558,0.011522631090689161,-0.07390726469739961,-0.0732407075736898,-0.07709144989791826,0.030456915234788204,-0.12275051201021842,-0.00573199500752358,0.03640789783315393,0.005143636592425687
0.8489325035136842,0.22553949599962134,1.0,0.29505256067608476,-0.08164252775143091,-0.10974612881203351,0.011142816207336757,0.008393126465150924,0.016649996847649066,-0.028635172850621584,-0.2343820579961602,-0.34428740104147426,0.02133994410561181,-0.04129327420296861,0.16322437436559198
0.1713716889210803,0.04465929073025397,0.29505256067608476,1.0,0.34144705956585863,0.22312319909001888,-0.23366585000840448,0.2825653885109335,0.2736733939014357,0.03509037333625518,-0.24125798052570616,-0.08936255061724618,0.010038435416557096,-0.024026793706213044,0.36326088028103326
-0.14272617629357992,-0.10539297065760386,-0.08164252775143091,0.34144705956585863,1.0,0.8295694732282505,-0.6868099440002207,-0.11350503466257952,-0.12194898884802728,-0.020939770212719803,0.14330346333973742,0.534780319985431,-0.03540839018919475,-0.04277012702394036,0.01237021261311282
-0.14858394824070584,-0.1272228622852558,-0.10974612881203351,0.22312319909001888,0.8295694732282505,1.0,-0.27500098638000176,-0.13873532485168893,-0.14063401266331163,-0.0046937996866888805,0.09593784770724845,0.44900493500784183,-0.03156538194189731,-0.018765261051388964,0.03243983858769226
0.06277596749549214,0.011522631090689161,0.011142816207336757,-0.23366585000840448,-0.6868099440002207,-0.27500098638000176,1.0,0.04509753208497122,0.05893271522592016,0.039191685222616804,-0.11057794978411542,-0.3727516470440962,0.02364841182933696,0.03753162844680176,0.03808322185359795
-0.026903309399929513,-0.07390726469739961,0.008393126465150924,0.2825653885109335,-0.11350503466257952,-0.13873532485168893,0.04509753208497122,1.0,0.9629683007986314,-0.02344820452690654,-0.36474814305978087,-0.31764790960708955,0.07269536384893201,0.03756349898166103,0.17910172740315122
-0.022740762535857235,-0.0732407075736898,0.016649996847649066,0.2736733939014357,-0.12194898884802728,-0.14063401266331163,0.05893271522592016,0.9629683007986314,1.0,0.10321545878215126,-0.3858856548903179,-0.3418214164497101,0.06683024704844523,0.044416471481668746,0.19560383383610644
-0.03456981321889206,-0.07709144989791826,-0.028635172850621584,0.03509037333625518,-0.020939770212719803,-0.0046937996866888805,0.039191685222616804,-0.02344820452690654,0.10321545878215126,1.0,-0.1599045994517332,-0.021883139555201245,-0.05960388129104334,-0.006451850693462037,0.06720024716977223
-0.15880218504401514,0.030456915234788204,-0.2343820579961602,-0.24125798052570616,0.14330346333973742,0.09593784770724845,-0.11057794978411542,-0.36474814305978087,-0.3858856548903179,-0.1599045994517332,1.0,0.2926240493341721,-0.0828356164270662,-0.003571143806657866,-0.3972726226604378
-0.27657846877360487,-0.12275051201021842,-0.34428740104147426,-0.08936255061724618,0.534780319985431,0.44900493500784183,-0.3727516470440962,-0.31764790960708955,-0.3418214164497101,-0.021883139555201245,0.2926240493341721,1.0,-0.047776699072836465,-0.07912792665527336,-0.4266575859965795
0.019447250537937413,-0.00573199500752358,0.02133994410561181,0.010038435416557096,-0.03540839018919475,-0.03156538194189731,0.02364841182933696,0.07269536384893201,0.06683024704844523,-0.05960388129104334,-0.0828356164270662,-0.047776699072836465,1.0,0.008867298454807982,0.026707642411821563
-0.04292162240798977,0.03640789783315393,-0.04129327420296861,-0.024026793706213044,-0.04277012702394036,-0.018765261051388964,0.03753162844680176,0.03756349898166103,0.044416471481668746,-0.006451850693462037,-0.003571143806657866,-0.07912792665527336,0.008867298454807982,1.0,0.03811281913895501
0.08619704389214851,0.005143636592425687,0.16322437436559198,0.36326088028103326,0.01237021261311282,0.03243983858769226,0.03808322185359795,0.17910172740315122,0.19560383383610644,0.06720024716977223,-0.3972726226604378,-0.4266575859965795,0.026707642411821563,0.03811281913895501,1.0
